Player,Versus,BasedOnMinutes,scouting_period,Per90_Average Pass Length,Per90_Avg. Distance of Def. Actions,Per90_Avg. Length of Goal Kicks,Per90_Clean Sheet Percentage,Per90_Clean Sheets,Per90_Corner Kick Goals Against,Per90_Crosses Faced,Per90_Crosses Stopped,Per90_Crosses Stopped %,Per90_Def. Actions Outside Pen. Area,Per90_Draws,Per90_Free Kick Goals Against,Per90_Goal Kicks,Per90_Goals Against,Per90_Launch %,Per90_Launch% (Goal Kicks),Per90_Losses,Per90_Own Goals Scored Against Goalkeeper,Per90_PSxG-GA,Per90_PSxG/SoT,Per90_Pass Completion Percentage (Launched),Per90_Passes Attempted (GK),Per90_Passes Attempted (Launched),Per90_Passes Completed (Launched),Per90_Penalty Kicks Allowed,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Missed,Per90_Penalty Kicks Saved,Per90_Post-Shot Expected Goals,Per90_Save Percentage,Per90_Save% (Penalty Kicks),Per90_Saves,Per90_Shots on Target Against,Per90_Throws Attempted,Per90_Wins
Aaron Ramsdale,Goalkeepers,300,2022-2023 Europa League,38.2,17.5,65.0,33.3,0.33,0.33,8.33,0.67,8.0,2.33,0.33,0.0,6.33,1.0,45.3,84.2,0.33,0.0,-0.03,0.32,32.7,28.67,18.33,6.0,0.0,0.0,0.0,0.0,0.97,66.7,,2.0,3.0,4.33,0.33
Aaron Ramsdale,Goalkeepers,540,2023-2024 Premier League,33.3,14.6,41.4,33.3,0.33,0.17,7.67,1.33,17.4,1.5,0.17,0.0,3.17,0.83,34.9,52.6,0.0,0.0,-0.22,0.26,27.5,28.17,11.5,3.17,0.0,0.0,0.0,0.0,0.62,64.3,,1.5,2.33,5.0,0.83
Aaron Ramsdale,Goalkeepers,1260,2024-2025 Premier League,33.5,12.2,45.3,14.3,0.14,0.5,13.57,1.0,7.4,0.79,0.14,0.0,5.0,2.14,38.8,60.0,0.79,0.0,-0.05,0.32,33.1,38.5,17.93,5.93,0.14,0.14,0.0,0.0,2.09,68.9,0.0,4.29,6.43,5.0,0.07
Aaron Ramsdale,Goalkeepers,1350,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",34.4,11.4,44.8,13.3,0.13,0.47,13.4,1.27,9.5,0.73,0.13,0.0,4.73,2.07,40.5,59.2,0.73,0.0,-0.02,0.32,32.4,38.33,18.33,5.93,0.13,0.13,0.0,0.0,2.05,69.1,0.0,4.2,6.27,5.0,0.13
Aaron Ramsdale,Goalkeepers,3060,2021-2022 Premier League,33.2,16.4,55.1,35.3,0.35,0.09,12.18,0.76,6.3,1.76,0.09,0.0,5.32,1.15,34.8,74.0,0.29,0.03,0.01,0.26,27.9,29.21,14.12,3.94,0.15,0.18,0.03,0.0,1.12,73.4,0.0,2.65,3.76,4.76,0.62
Aaron Ramsdale,Goalkeepers,3330,2019-2020 Premier League,39.2,11.6,53.5,13.5,0.14,0.11,15.97,0.54,3.4,0.68,0.19,0.11,7.78,1.68,48.2,69.8,0.57,0.0,-0.04,0.3,30.1,22.78,16.41,4.95,0.14,0.16,0.0,0.03,1.64,69.5,16.7,3.35,5.05,5.0,0.24
Aaron Ramsdale,Goalkeepers,3420,2020-2021 Premier League,45.5,12.8,64.5,13.2,0.13,0.21,15.21,0.87,5.7,0.89,0.05,0.0,7.39,1.66,64.5,91.8,0.76,0.08,-0.15,0.26,32.2,22.79,21.5,6.92,0.08,0.11,0.03,0.0,1.43,70.9,0.0,3.82,5.42,3.37,0.18
Aaron Ramsdale,Goalkeepers,3420,2022-2023 Premier League,33.3,16.1,49.2,36.8,0.37,0.16,10.03,0.58,5.8,1.13,0.16,0.0,4.03,1.13,35.4,59.5,0.16,0.03,-0.05,0.28,25.4,25.16,11.29,2.87,0.08,0.13,0.05,0.0,1.05,70.6,0.0,2.47,3.58,4.58,0.68
Alex McCarthy,Goalkeepers,450,2023-2024 Championship,25.6,9.3,18.7,20.0,0.2,0.0,9.8,0.4,4.1,0.2,0.0,0.0,3.6,1.8,21.4,11.1,0.6,0.0,-0.2,0.32,27.8,31.8,7.2,2.0,0.0,0.0,0.0,0.0,1.6,65.4,,3.4,5.2,5.4,0.4
Alex McCarthy,Goalkeepers,450,Last 365 Days Men's Next 14 Competitions,25.6,9.3,18.7,20.0,0.2,0.0,9.8,0.4,4.1,0.2,0.0,0.0,3.6,1.8,21.4,11.1,0.6,0.0,-0.2,0.32,27.8,31.8,7.2,2.0,0.0,0.0,0.0,0.0,1.6,65.4,,3.4,5.2,5.4,0.4
Alex McCarthy,Goalkeepers,540,2022-2023 Premier League,36.5,13.5,31.0,0.0,0.0,0.17,15.33,1.0,6.5,1.17,0.17,0.0,8.67,2.83,48.5,36.5,0.83,0.17,-0.85,0.34,19.5,32.33,18.83,3.67,0.17,0.17,0.0,0.0,1.82,46.7,0.0,2.33,5.0,4.83,0.0
Alex McCarthy,Goalkeepers,1530,2021-2022 Premier League,34.7,9.6,50.6,29.4,0.29,0.35,15.0,1.29,8.6,0.29,0.41,0.0,7.35,1.59,40.7,72.0,0.41,0.0,-0.32,0.31,30.1,22.53,14.47,4.35,0.0,0.0,0.0,0.0,1.26,62.0,,2.59,4.18,4.59,0.18
Alex McCarthy,Goalkeepers,1620,2017-2018 Premier League,44.2,10.9,59.5,22.2,0.22,0.22,17.28,1.06,6.1,0.56,0.44,0.0,8.78,1.44,63.8,92.4,0.39,0.0,-0.31,0.3,29.1,16.89,18.89,5.5,0.06,0.06,0.0,0.0,1.14,63.2,0.0,2.33,3.78,3.11,0.17
Alex McCarthy,Goalkeepers,2250,2018-2019 Premier League,42.8,11.6,57.6,16.0,0.16,0.16,15.0,0.6,4.0,0.68,0.32,0.0,7.56,1.76,60.3,84.1,0.48,0.12,-0.15,0.3,31.1,19.12,17.88,5.56,0.08,0.08,0.0,0.0,1.49,64.7,0.0,3.12,4.76,3.28,0.2
Alex McCarthy,Goalkeepers,2520,2019-2020 Premier League,41.6,12.8,56.6,25.0,0.25,0.14,15.68,0.89,5.7,0.96,0.18,0.0,6.36,1.25,59.1,83.1,0.36,0.04,0.11,0.32,36.2,22.96,18.86,6.82,0.04,0.07,0.0,0.04,1.33,69.9,50.0,2.79,4.04,2.71,0.46
Alex McCarthy,Goalkeepers,2700,2020-2021 Premier League,32.0,15.6,41.1,23.3,0.23,0.07,12.17,0.77,6.3,1.03,0.23,0.03,5.7,1.9,37.1,59.1,0.5,0.03,-0.32,0.28,25.1,30.0,14.5,3.63,0.2,0.2,0.0,0.0,1.55,65.3,0.0,3.03,4.9,4.37,0.27
Alisson,Goalkeepers,180,2021 Copa América,24.6,13.2,20.3,50.0,0.5,0.5,13.5,0.5,3.7,0.5,0.5,0.0,3.0,0.5,15.0,0.0,0.0,0.0,-0.2,0.15,16.7,20.0,3.0,0.5,0.0,0.0,0.0,0.0,0.3,75.0,,1.5,2.0,4.0,0.5
Alisson,Goalkeepers,180,2023-2024 Europa League,24.9,15.3,34.7,100.0,1.0,0.0,9.5,1.0,10.5,2.5,0.0,0.0,4.5,0.0,18.0,22.2,0.0,0.0,0.3,0.19,46.2,66.5,13.0,6.0,0.0,0.0,0.0,0.0,0.3,100.0,,1.5,1.5,6.0,1.0
Alisson,Goalkeepers,270,2024-2025 Champions League,29.6,16.3,39.3,66.7,0.67,0.0,11.0,0.33,3.0,1.67,0.0,0.0,4.33,0.33,28.7,38.5,0.0,0.0,0.2,0.18,36.1,36.0,12.0,4.33,0.0,0.0,0.0,0.0,0.53,88.9,,2.67,3.0,3.0,1.0
Alisson,Goalkeepers,360,2024 Copa América,24.8,17.9,24.5,50.0,0.5,0.0,10.25,0.0,0.0,0.75,0.75,0.0,6.0,0.5,12.7,12.5,0.0,0.0,-0.08,0.14,41.2,27.5,4.25,1.75,0.0,0.0,0.0,0.0,0.43,84.6,,2.75,3.25,5.25,0.25
Alisson,Goalkeepers,379,2022 World Cup,23.4,22.0,25.6,66.7,0.52,0.0,11.35,0.0,0.0,1.81,0.26,0.0,4.9,0.52,13.5,21.1,0.0,0.0,-0.18,0.28,35.7,19.08,3.61,1.29,0.0,0.0,0.0,0.0,0.49,71.4,,1.29,1.81,3.09,0.77
Alisson,Goalkeepers,450,2018 World Cup,28.4,16.5,37.6,60.0,0.6,0.2,11.0,0.4,3.6,1.2,0.2,0.0,6.6,0.6,19.4,36.4,0.2,0.2,-0.04,0.26,54.2,12.4,4.8,2.6,0.0,0.0,0.0,0.0,0.36,57.1,,1.0,1.4,3.8,0.6
Alisson,Goalkeepers,450,2019-2020 Champions League,25.9,20.6,27.3,20.0,0.2,0.4,8.2,0.4,4.9,3.4,0.2,0.0,5.6,0.8,15.9,10.7,0.2,0.0,0.42,0.36,50.0,29.0,5.2,2.6,0.0,0.0,0.0,0.0,1.22,76.5,,2.6,3.4,5.6,0.6
Alisson,Goalkeepers,570,2019 Copa América,23.1,15.1,23.0,83.3,0.83,0.0,7.83,0.83,10.6,0.83,0.33,0.0,5.17,0.17,12.5,6.5,0.0,0.0,0.33,0.22,41.7,13.33,2.0,0.83,0.17,0.17,0.0,0.0,0.5,100.0,0.0,1.33,1.5,3.5,0.67
Alisson,Goalkeepers,630,2020-2021 Champions League,29.3,22.1,37.4,71.4,0.71,0.0,9.14,0.14,1.6,1.86,0.14,0.0,7.14,0.71,21.4,38.0,0.29,0.0,0.56,0.38,40.6,30.0,9.14,3.71,0.0,0.0,0.0,0.0,1.27,79.2,,2.71,3.43,4.43,0.57
Alisson,Goalkeepers,720,2022-2023 Champions League,26.5,17.4,31.6,37.5,0.38,0.0,7.0,0.88,12.5,1.25,0.0,0.0,4.63,1.5,17.9,24.3,0.38,0.0,0.08,0.4,54.9,29.38,6.38,3.5,0.13,0.25,0.0,0.13,1.58,60.7,50.0,1.88,3.5,4.5,0.63
Alisson,Goalkeepers,1068,2024-2025 Premier League,24.7,16.1,22.9,36.4,0.34,0.0,8.51,0.34,4.0,1.85,0.25,0.0,2.7,0.93,18.3,15.6,0.08,0.0,-0.13,0.32,31.3,28.57,5.65,1.77,0.0,0.0,0.0,0.0,0.88,62.1,,1.85,2.78,3.79,0.67
Alisson,Goalkeepers,1080,2017-2018 Champions League,31.2,19.6,41.2,41.7,0.42,0.17,9.58,0.33,3.5,2.08,0.17,0.08,6.58,1.58,26.2,45.6,0.33,0.17,0.15,0.31,53.7,27.0,10.08,5.42,0.0,0.0,0.0,0.0,1.57,69.8,,3.83,5.25,5.5,0.5
Alisson,Goalkeepers,1170,2018-2019 Champions League,29.7,17.4,41.4,46.2,0.46,0.15,9.77,0.23,2.4,0.69,0.08,0.08,6.46,0.92,23.3,48.8,0.31,0.08,0.32,0.29,38.4,27.77,9.62,3.69,0.0,0.0,0.0,0.0,1.16,78.6,,3.46,4.31,5.85,0.62
Alisson,Goalkeepers,1170,2021-2022 Champions League,26.6,18.2,33.0,30.8,0.31,0.15,7.62,0.54,7.1,1.38,0.08,0.0,4.15,1.08,15.4,31.5,0.15,0.0,0.04,0.52,46.4,33.38,6.46,3.0,0.0,0.0,0.0,0.0,1.12,50.0,,1.08,2.15,5.69,0.77
Alisson,Goalkeepers,2328,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",25.2,16.5,27.3,36.0,0.35,0.08,8.85,0.27,3.1,1.47,0.19,0.0,2.63,1.04,17.5,20.6,0.15,0.0,-0.15,0.27,33.5,35.18,6.69,2.24,0.0,0.0,0.0,0.0,0.93,69.0,,2.47,3.52,4.45,0.66
Alisson,Goalkeepers,2520,2023-2024 Premier League,24.7,17.7,33.3,28.6,0.29,0.14,10.68,0.46,4.3,1.18,0.29,0.0,4.14,1.07,14.1,33.6,0.14,0.04,-0.01,0.26,32.8,36.46,6.54,2.14,0.04,0.04,0.0,0.0,1.03,73.4,0.0,2.86,3.89,5.0,0.57
Alisson,Goalkeepers,2543,2019-2020 Premier League,27.4,19.2,30.9,48.1,0.46,0.04,10.58,0.35,3.3,2.23,0.11,0.0,5.91,0.81,18.4,27.5,0.11,0.04,-0.1,0.24,45.0,27.53,6.69,3.01,0.04,0.04,0.0,0.0,0.7,71.1,0.0,2.05,2.83,4.95,0.81
Alisson,Goalkeepers,2970,2020-2021 Premier League,25.7,18.6,30.4,30.3,0.3,0.12,10.33,0.61,5.9,2.64,0.24,0.03,5.24,0.97,14.9,27.7,0.21,0.0,0.09,0.27,38.1,29.7,5.88,2.24,0.12,0.24,0.09,0.03,1.06,75.7,20.0,2.48,3.48,5.0,0.55
Alisson,Goalkeepers,3240,2021-2022 Premier League,26.3,18.7,33.4,55.6,0.56,0.08,9.44,0.61,6.5,2.47,0.19,0.0,4.78,0.67,16.5,33.1,0.06,0.03,0.04,0.25,44.2,33.78,7.17,3.17,0.0,0.0,0.0,0.0,0.68,75.8,,2.11,2.75,5.86,0.75
Alisson,Goalkeepers,3330,2017-2018 Serie A,32.1,18.9,41.0,45.9,0.46,0.05,12.68,0.46,3.6,2.43,0.22,0.0,6.81,0.76,28.9,42.5,0.19,0.0,0.2,0.23,51.2,28.89,11.24,5.76,0.08,0.14,0.0,0.05,0.96,81.5,40.0,2.84,3.65,6.46,0.59
Alisson,Goalkeepers,3330,2022-2023 Premier League,26.9,19.8,31.3,37.8,0.38,0.0,10.73,0.62,5.8,2.41,0.24,0.0,5.22,1.16,18.4,26.9,0.24,0.05,0.27,0.33,41.0,33.95,7.65,3.14,0.05,0.11,0.03,0.03,1.38,72.1,33.3,2.84,3.97,5.68,0.51
Alisson,Goalkeepers,3420,2018-2019 Premier League,28.8,16.6,41.3,55.3,0.55,0.13,10.13,0.42,4.2,1.55,0.18,0.0,5.68,0.58,20.1,44.0,0.03,0.0,0.14,0.29,41.5,28.21,8.18,3.39,0.0,0.03,0.03,0.0,0.72,77.1,,1.95,2.53,5.58,0.79
Alphonse Areola,Goalkeepers,270,2018-2019 Champions League,22.6,8.1,30.6,0.0,0.0,0.0,10.67,0.33,3.1,0.33,0.33,0.0,6.0,2.0,10.3,22.2,0.33,0.0,-0.5,0.24,72.7,22.67,3.67,2.67,0.33,0.33,0.0,0.0,1.5,66.7,0.0,3.0,5.0,3.67,0.33
Alphonse Areola,Goalkeepers,720,2017-2018 Champions League,25.9,13.7,38.7,50.0,0.5,0.13,15.88,1.25,7.9,1.38,0.0,0.0,8.25,1.13,17.8,45.5,0.38,0.0,0.0,0.23,46.3,16.88,6.75,3.13,0.13,0.13,0.0,0.0,1.13,78.4,0.0,3.5,4.63,4.5,0.63
Alphonse Areola,Goalkeepers,910,2024-2025 Premier League,31.1,13.7,38.8,22.2,0.2,0.2,15.03,0.89,5.9,1.29,0.2,0.0,8.8,2.27,32.5,49.4,0.59,0.2,-0.45,0.3,45.2,31.05,14.44,6.53,0.0,0.0,0.0,0.0,1.59,57.4,,3.26,5.34,4.25,0.2
Alphonse Areola,Goalkeepers,1020,2021-2022 Europa League,36.4,12.5,41.3,45.5,0.45,0.0,13.64,0.73,5.3,0.91,0.18,0.0,8.45,0.73,40.6,46.2,0.36,0.09,0.21,0.27,33.6,20.36,12.18,4.09,0.0,0.0,0.0,0.0,0.85,78.9,,2.82,3.45,3.27,0.45
Alphonse Areola,Goalkeepers,1170,2022-2023 Europa Conference League,36.8,15.6,48.6,46.2,0.46,0.0,11.85,0.38,3.2,0.54,0.08,0.0,6.69,0.62,42.0,67.8,0.0,0.0,0.02,0.2,39.4,22.15,13.85,5.46,0.08,0.08,0.0,0.0,0.63,81.1,0.0,2.23,2.85,4.15,0.92
Alphonse Areola,Goalkeepers,1890,2018-2019 Ligue 1,25.3,13.7,32.0,52.4,0.52,0.05,12.14,0.33,2.7,0.62,0.14,0.0,6.62,0.81,15.9,24.5,0.1,0.05,0.11,0.22,42.6,17.95,4.48,1.9,0.19,0.19,0.0,0.0,0.87,80.3,0.0,2.38,3.14,4.76,0.76
Alphonse Areola,Goalkeepers,2079,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",33.7,11.2,43.8,10.0,0.09,0.17,14.94,0.95,6.4,0.74,0.3,0.0,7.23,2.25,36.8,59.9,0.52,0.17,-0.32,0.25,39.9,25.67,13.77,5.5,0.09,0.09,0.0,0.04,1.73,66.9,50.0,4.42,6.54,4.63,0.22
Alphonse Areola,Goalkeepers,2699,2023-2024 Premier League,36.8,8.9,47.3,14.3,0.13,0.1,15.61,0.9,5.8,0.23,0.3,0.0,7.3,1.77,43.9,67.6,0.37,0.1,0.08,0.24,37.2,21.44,14.34,5.34,0.17,0.2,0.0,0.07,1.74,74.5,33.3,4.54,6.27,4.8,0.37
Alphonse Areola,Goalkeepers,3060,2017-2018 Ligue 1,22.8,16.1,29.3,50.0,0.5,0.15,11.88,0.65,5.4,1.47,0.18,0.06,7.06,0.74,9.7,15.8,0.06,0.03,0.06,0.24,51.0,19.38,3.0,1.53,0.03,0.09,0.03,0.03,0.77,76.5,50.0,2.26,3.0,4.91,0.76
Alphonse Areola,Goalkeepers,3240,2020-2021 Premier League,30.0,13.0,39.8,25.0,0.25,0.06,13.92,0.72,5.2,0.86,0.36,0.0,6.97,1.33,32.8,55.8,0.5,0.03,0.1,0.28,37.0,21.11,10.81,4.0,0.17,0.17,0.0,0.0,1.4,73.9,0.0,3.17,4.47,4.81,0.14
Altay Bayındır,Goalkeepers,180,2021-2022 Europa Conference League,31.1,11.0,31.5,0.0,0.0,0.5,11.5,0.0,0.0,0.0,0.0,0.0,10.0,3.0,26.0,30.0,1.0,0.0,-0.9,0.33,34.6,38.5,13.0,4.5,0.0,0.0,0.0,0.0,2.1,53.8,,3.5,6.5,4.5,0.0
Altay Bayındır,Goalkeepers,270,2021-2022 Europa League,38.9,14.5,42.1,0.0,0.0,0.33,8.0,0.67,8.3,1.0,0.67,0.0,3.67,2.0,45.3,45.5,0.33,0.0,-0.13,0.38,17.2,17.67,9.67,1.67,0.0,0.0,0.0,0.0,1.87,60.0,,3.0,5.0,3.33,0.0
Altay Bayındır,Goalkeepers,720,2022-2023 Europa League,36.5,19.0,44.6,37.5,0.38,0.0,8.63,0.63,7.2,1.63,0.25,0.0,4.38,1.13,37.6,42.9,0.13,0.0,-0.29,0.26,33.7,23.63,10.75,3.63,0.13,0.13,0.0,0.0,0.84,63.6,0.0,1.63,2.75,5.0,0.63
André Onana,Goalkeepers,180,2021-2022 Champions League,22.4,20.2,31.9,0.0,0.0,0.0,9.0,0.0,0.0,1.5,0.0,0.0,5.5,1.0,13.3,27.3,0.5,0.0,0.55,0.52,11.1,22.5,4.5,0.5,0.5,0.5,0.0,0.0,1.55,75.0,0.0,1.0,2.0,2.5,0.5
André Onana,Goalkeepers,540,2019-2020 Champions League,35.6,13.9,44.3,50.0,0.5,0.17,10.33,0.67,6.5,1.17,0.17,0.0,8.17,1.0,43.2,53.1,0.33,0.0,0.83,0.31,25.5,29.33,17.0,4.33,0.33,0.5,0.17,0.0,1.83,86.7,0.0,4.0,5.0,4.67,0.5
André Onana,Goalkeepers,540,2020-2021 Champions League,29.3,15.9,26.8,0.0,0.0,0.0,10.67,0.33,3.1,0.83,0.17,0.0,5.17,1.17,25.4,16.1,0.5,0.17,0.4,0.27,28.6,47.33,12.83,3.67,0.17,0.17,0.0,0.0,1.4,78.6,0.0,3.67,4.67,5.67,0.33
André Onana,Goalkeepers,540,2021-2022 Eredivisie,33.3,14.5,29.5,0.0,0.0,0.17,10.83,0.5,4.6,0.67,0.0,0.0,3.67,1.67,34.5,22.7,0.17,0.0,-0.25,0.48,46.0,28.0,10.5,4.83,0.0,0.0,0.0,0.0,1.42,44.4,,1.33,3.0,4.0,0.83
André Onana,Goalkeepers,540,2023-2024 Champions League,34.6,9.0,48.2,16.7,0.17,0.17,12.83,0.33,2.6,0.33,0.17,0.33,3.17,2.5,38.6,68.4,0.67,0.0,-0.35,0.29,41.5,35.0,15.67,6.5,0.33,0.67,0.17,0.17,2.15,62.9,33.3,3.17,5.83,4.33,0.17
André Onana,Goalkeepers,540,2024-2025 Europa League,28.8,17.9,34.5,16.7,0.17,0.0,9.5,0.33,3.5,1.5,0.5,0.0,2.17,1.33,24.4,38.5,0.0,0.0,0.03,0.35,44.4,33.5,9.0,4.0,0.0,0.0,0.0,0.0,1.37,66.7,,2.67,4.0,3.33,0.5
André Onana,Goalkeepers,1080,2018-2019 Champions League,35.0,12.6,47.8,33.3,0.33,0.17,11.83,0.5,4.2,0.58,0.33,0.0,7.08,1.08,41.9,58.8,0.17,0.0,0.43,0.33,22.6,25.25,14.75,3.33,0.08,0.08,0.0,0.0,1.51,77.4,0.0,3.33,4.42,4.08,0.5
André Onana,Goalkeepers,1170,2022-2023 Champions League,34.0,10.1,40.4,61.5,0.62,0.15,15.08,1.08,7.1,0.23,0.23,0.0,6.77,0.85,34.6,45.5,0.23,0.08,0.58,0.31,44.0,33.62,14.69,6.46,0.0,0.0,0.0,0.0,1.35,80.7,,3.62,4.38,4.85,0.54
André Onana,Goalkeepers,1800,2020-2021 Eredivisie,29.9,18.6,33.2,45.0,0.45,0.1,7.55,0.45,6.0,1.85,0.1,0.0,4.95,0.75,28.2,34.3,0.1,0.0,0.21,0.26,48.2,33.35,11.1,5.35,0.0,0.0,0.0,0.0,0.96,80.0,,3.0,3.75,4.75,0.8
André Onana,Goalkeepers,1890,2024-2025 Premier League,28.9,11.7,45.3,28.6,0.29,0.43,10.76,0.62,5.8,0.71,0.24,0.0,3.67,1.38,26.8,62.3,0.43,0.05,0.14,0.33,28.3,36.67,12.1,3.43,0.14,0.19,0.0,0.05,1.47,69.0,25.0,2.62,4.0,4.33,0.33
André Onana,Goalkeepers,2160,2019-2020 Eredivisie,28.8,17.3,33.8,33.3,0.33,0.04,7.71,0.71,9.2,1.71,0.08,0.0,6.33,0.88,27.5,31.6,0.17,0.0,0.23,0.34,45.4,25.5,9.0,4.08,0.08,0.08,0.0,0.0,1.1,73.6,0.0,2.13,3.0,5.25,0.75
André Onana,Goalkeepers,2160,2022-2023 Serie A,29.6,12.5,35.4,33.3,0.33,0.21,11.79,0.63,5.3,0.42,0.13,0.0,6.33,1.0,25.5,30.9,0.29,0.08,-0.11,0.21,38.9,36.46,11.25,4.38,0.08,0.08,0.0,0.0,0.8,73.5,0.0,2.54,3.46,4.79,0.58
André Onana,Goalkeepers,2920,2018-2019 Eredivisie,28.0,15.6,40.0,46.9,0.46,0.06,9.43,0.59,6.2,1.14,0.03,0.03,5.83,0.83,24.4,41.3,0.12,0.03,0.02,0.24,33.2,22.07,7.8,2.59,0.03,0.06,0.0,0.03,0.83,74.3,50.0,2.37,3.21,3.91,0.86
André Onana,Goalkeepers,3420,2023-2024 Premier League,31.2,12.9,44.6,23.7,0.24,0.29,15.82,1.11,7.0,0.97,0.16,0.03,4.26,1.53,31.0,58.0,0.37,0.03,0.06,0.27,29.0,35.55,13.5,3.92,0.18,0.18,0.0,0.0,1.56,74.9,0.0,3.84,5.34,3.68,0.47
André Onana,Goalkeepers,3960,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",30.2,12.4,46.3,22.7,0.23,0.36,13.32,0.98,7.3,0.95,0.27,0.0,3.59,1.5,29.2,63.3,0.32,0.02,0.07,0.29,29.2,36.41,12.91,3.77,0.18,0.2,0.0,0.02,1.55,72.5,11.1,3.3,4.8,3.95,0.41
Antonín Kinský,Goalkeepers,540,2024-2025 Europa League,29.9,18.8,31.7,16.7,0.17,0.0,7.17,0.33,4.7,1.5,0.17,0.17,3.33,1.17,25.6,30.0,0.67,0.0,-0.2,0.32,47.6,37.17,10.5,5.0,0.17,0.17,0.0,0.0,0.97,62.5,0.0,1.5,2.67,3.33,0.17
Antonín Kinský,Goalkeepers,630,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",30.0,14.8,30.0,14.3,0.14,0.0,9.0,0.57,6.3,1.29,0.14,0.14,3.71,1.29,25.2,26.9,0.71,0.14,-0.27,0.27,47.3,38.0,10.57,5.0,0.14,0.14,0.0,0.0,0.87,60.0,0.0,1.71,2.86,3.86,0.14
Arijanet Muric,Goalkeepers,900,2023-2024 Premier League,34.3,17.2,45.1,0.0,0.0,0.1,14.3,2.0,14.0,3.1,0.4,0.0,3.3,1.6,36.4,60.6,0.4,0.1,0.67,0.26,35.2,54.7,21.9,7.7,0.1,0.2,0.0,0.1,2.17,80.8,50.0,6.2,7.8,5.4,0.2
Arijanet Muric,Goalkeepers,1260,2020-2021 Eredivisie,44.0,14.4,56.2,21.4,0.21,0.29,12.93,0.64,5.0,0.93,0.21,0.0,6.64,1.86,56.9,76.3,0.43,0.14,-0.26,0.29,35.7,24.86,19.21,6.86,0.14,0.21,0.0,0.07,1.45,61.3,33.3,2.64,4.43,4.43,0.36
Arijanet Muric,Goalkeepers,1530,2024-2025 Premier League,30.6,12.1,54.6,5.9,0.06,0.12,14.06,2.18,15.5,1.12,0.35,0.0,5.53,1.82,30.0,75.5,0.53,0.0,0.0,0.3,34.1,29.18,12.94,4.41,0.18,0.18,0.0,0.0,1.82,70.8,0.0,3.82,5.65,5.47,0.12
Arijanet Muric,Goalkeepers,2430,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",32.5,14.4,52.1,3.7,0.04,0.11,14.15,2.11,14.9,1.85,0.37,0.0,4.7,1.74,33.4,71.7,0.48,0.04,0.25,0.28,34.6,38.63,16.26,5.63,0.15,0.19,0.0,0.04,1.95,75.3,20.0,4.7,6.44,5.44,0.15
Arijanet Muric,Goalkeepers,3614,2022-2023 Championship,28.0,16.5,41.5,44.7,0.42,0.22,10.98,1.2,10.9,1.44,0.3,0.0,4.68,0.77,21.2,51.6,0.07,0.0,0.04,0.27,41.6,34.84,9.81,4.08,0.05,0.07,0.0,0.02,0.85,74.6,33.3,2.29,3.09,4.63,0.65
Asmir Begović,Goalkeepers,450,2019-2020 Europa League,42.4,12.9,51.6,0.0,0.0,0.4,11.8,0.6,5.1,0.6,0.2,0.2,9.4,2.0,57.8,72.3,0.6,0.2,-0.46,0.35,35.4,16.6,16.4,5.8,0.0,0.0,0.0,0.0,1.34,47.4,,2.0,3.8,2.6,0.2
Asmir Begović,Goalkeepers,1620,Last 365 Days Men's Next 14 Competitions,34.2,12.7,44.1,33.3,0.33,0.11,15.17,0.83,5.5,0.56,0.28,0.0,4.67,1.0,35.9,57.1,0.22,0.06,-0.21,0.22,34.9,26.33,12.11,4.22,0.0,0.0,0.0,0.0,0.73,71.0,,2.5,3.44,4.94,0.5
Asmir Begović,Goalkeepers,2160,2018-2019 Premier League,35.9,11.3,49.9,20.8,0.21,0.21,15.21,1.0,6.6,0.67,0.13,0.0,8.0,1.96,42.5,67.7,0.54,0.08,-0.44,0.32,39.3,19.42,13.67,5.38,0.08,0.08,0.0,0.0,1.44,56.7,0.0,2.46,4.33,5.33,0.33
Asmir Begović,Goalkeepers,3420,2017-2018 Premier League,38.9,10.2,55.5,15.8,0.16,0.18,16.08,0.92,5.7,0.47,0.29,0.05,8.63,1.61,45.7,81.4,0.42,0.03,-0.14,0.31,34.5,21.89,17.03,5.87,0.05,0.08,0.0,0.03,1.44,65.3,33.3,2.87,4.47,5.66,0.29
Asmir Begović,Goalkeepers,4049,2023-2024 Championship,35.2,12.2,43.0,29.5,0.29,0.2,13.98,1.09,7.8,0.53,0.24,0.0,7.0,1.27,37.8,52.7,0.44,0.02,-0.18,0.27,33.2,25.52,13.34,4.42,0.02,0.02,0.0,0.0,1.07,68.5,0.0,2.71,3.96,5.38,0.31
Asmir Begović,Goalkeepers,4050,2020-2021 Championship,32.6,11.1,39.5,33.3,0.33,0.16,12.47,0.8,6.4,0.42,0.24,0.02,7.49,0.98,29.9,45.4,0.29,0.0,0.12,0.28,33.1,23.71,10.49,3.47,0.09,0.11,0.0,0.02,1.1,75.3,20.0,2.6,3.6,5.71,0.47
