Player,Versus,BasedOnMinutes,scouting_period,Per90_Average Pass Length,Per90_Avg. Distance of Def. Actions,Per90_Avg. Length of Goal Kicks,Per90_Clean Sheet Percentage,Per90_Clean Sheets,Per90_Corner Kick Goals Against,Per90_Crosses Faced,Per90_Crosses Stopped,Per90_Crosses Stopped %,Per90_Def. Actions Outside Pen. Area,Per90_Draws,Per90_Free Kick Goals Against,Per90_Goal Kicks,Per90_Goals Against,Per90_Launch %,Per90_Launch% (Goal Kicks),Per90_Losses,Per90_Own Goals Scored Against Goalkeeper,Per90_PSxG-GA,Per90_PSxG/SoT,Per90_Pass Completion Percentage (Launched),Per90_Passes Attempted (GK),Per90_Passes Attempted (Launched),Per90_Passes Completed (Launched),Per90_Penalty Kicks Allowed,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Missed,Per90_Penalty Kicks Saved,Per90_Post-Shot Expected Goals,Per90_Save Percentage,Per90_Save% (Penalty Kicks),Per90_Saves,Per90_Shots on Target Against,Per90_Throws Attempted,Per90_Wins,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Emiliano Martínez,Goalkeepers,3600,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",28.8,13.5,41.5,25.6,0.25,0.15,12.7,1.55,12.2,1.05,0.25,0.03,4.45,1.4,21.5,50.0,0.25,0.05,0.13,0.33,39.5,36.38,10.25,4.05,0.08,0.1,0.0,0.03,1.47,68.6,25.0,2.88,4.25,3.83,0.53,20.0,49.0,44.0,55.0,53.0,41.0,32.0,95.0,98.0,56.0,46.0,39.0,16.0,49.0,17.0,39.0,25.0,41.0,78.0,88.0,79.0,87.0,26.0,45.0,71.0,27.0,40.0,57.0,34.0,34.0,70.0,44.0,45.0,27.0,78.0
Filip Jørgensen,Goalkeepers,270,2022-2023 Europa Conference League,28.8,20.4,43.3,33.3,0.33,0.0,13.0,0.33,2.6,2.0,0.0,0.0,7.67,1.33,23.2,56.5,0.0,0.0,0.0,0.4,51.7,23.0,9.67,5.0,0.33,0.33,0.0,0.0,1.33,62.5,0.0,1.33,2.67,3.33,1.0,13.0,94.0,56.0,57.0,57.0,78.0,54.0,16.0,17.0,92.0,12.0,53.0,50.0,47.0,13.0,60.0,6.0,55.0,68.0,93.0,91.0,26.0,19.0,44.0,11.0,87.0,47.0,45.0,34.0,26.0,45.0,11.0,17.0,23.0,99.0
Filip Jørgensen,Goalkeepers,540,2024-2025 Conference League,20.5,13.1,27.5,33.3,0.33,0.33,9.0,1.17,13.0,0.67,0.0,0.0,1.67,0.83,5.9,20.0,0.0,0.0,0.58,0.29,12.5,39.83,2.67,0.33,0.0,0.0,0.0,0.0,1.42,83.9,,4.33,5.17,6.83,1.0,1.0,42.0,20.0,63.0,64.0,24.0,13.0,80.0,94.0,43.0,17.0,52.0,1.0,85.0,1.0,16.0,8.0,60.0,90.0,31.0,1.0,94.0,1.0,1.0,65.0,30.0,49.0,43.0,55.0,90.0,,81.0,60.0,99.0,97.0
Filip Jørgensen,Goalkeepers,540,Last 365 Days Men's Next 14 Competitions,20.5,13.1,27.5,33.3,0.33,0.33,9.0,1.17,13.0,0.67,0.0,0.0,1.67,0.83,5.9,20.0,0.0,0.0,0.58,0.29,12.5,39.83,2.67,0.33,0.0,0.0,0.0,0.0,1.42,83.9,,4.33,5.17,6.83,1.0,1.0,41.0,3.0,67.0,68.0,5.0,2.0,82.0,99.0,29.0,1.0,69.0,1.0,92.0,1.0,1.0,1.0,77.0,99.0,48.0,1.0,92.0,1.0,1.0,93.0,4.0,40.0,30.0,34.0,99.0,,99.0,88.0,99.0,99.0
Filip Jørgensen,Goalkeepers,990,2022-2023 Segunda División,29.4,12.1,36.4,36.4,0.36,0.45,13.91,1.0,7.2,0.64,0.27,0.09,8.91,1.0,21.8,33.7,0.36,0.0,0.1,0.28,36.3,24.18,8.27,3.0,0.09,0.09,0.0,0.0,1.1,75.0,0.0,2.64,3.64,5.73,0.36,16.0,16.0,23.0,56.0,56.0,1.0,57.0,71.0,65.0,21.0,27.0,5.0,79.0,51.0,12.0,13.0,62.0,74.0,63.0,55.0,43.0,62.0,13.0,12.0,57.0,30.0,43.0,32.0,39.0,51.0,32.0,59.0,65.0,94.0,57.0
Filip Jørgensen,Goalkeepers,1710,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",29.9,13.2,35.6,21.1,0.21,0.11,16.47,0.89,5.4,0.95,0.32,0.0,6.32,1.37,25.4,34.2,0.16,0.05,0.07,0.27,37.6,26.74,8.95,3.37,0.16,0.16,0.0,0.0,1.39,75.0,0.0,3.53,4.84,4.63,0.53,27.0,41.0,16.0,38.0,38.0,70.0,89.0,60.0,36.0,46.0,72.0,70.0,61.0,50.0,24.0,14.0,11.0,38.0,66.0,30.0,71.0,33.0,22.0,25.0,26.0,57.0,40.0,27.0,41.0,83.0,27.0,82.0,73.0,65.0,79.0
Filip Jørgensen,Goalkeepers,3240,2023-2024 La Liga,29.7,13.4,37.8,16.7,0.17,0.25,18.06,0.94,5.2,1.0,0.28,0.03,6.81,1.75,24.5,41.6,0.36,0.03,-0.06,0.27,40.0,29.31,10.0,4.0,0.17,0.17,0.0,0.0,1.66,72.2,0.0,3.97,5.69,4.94,0.36,20.0,43.0,17.0,15.0,17.0,9.0,98.0,72.0,46.0,43.0,50.0,11.0,46.0,13.0,20.0,17.0,43.0,52.0,31.0,30.0,72.0,72.0,20.0,30.0,17.0,65.0,37.0,28.0,13.0,52.0,28.0,98.0,98.0,83.0,57.0
Fraser Forster,Goalkeepers,180,2022-2023 Champions League,26.6,25.0,26.0,50.0,0.5,0.0,8.5,0.0,0.0,1.5,0.5,0.0,5.0,0.5,17.8,10.0,0.5,0.0,0.5,0.4,33.3,22.5,4.5,1.5,0.0,0.0,0.0,0.0,1.0,85.7,,3.0,3.5,8.0,0.0,22.0,98.0,24.0,73.0,74.0,81.0,20.0,6.0,6.0,84.0,88.0,53.0,21.0,91.0,17.0,12.0,66.0,58.0,87.0,83.0,44.0,24.0,8.0,9.0,74.0,21.0,47.0,38.0,85.0,90.0,,47.0,26.0,99.0,9.0
Fraser Forster,Goalkeepers,360,2024-2025 Europa League,23.8,13.9,23.7,25.0,0.25,0.25,17.75,1.25,7.0,1.5,0.5,0.0,7.5,1.5,12.7,20.0,0.25,0.0,0.25,0.32,27.3,31.5,5.5,1.5,0.0,0.0,0.0,0.0,1.75,75.0,,4.5,6.0,5.75,0.25,4.0,46.0,4.0,51.0,54.0,15.0,85.0,85.0,63.0,75.0,85.0,54.0,80.0,48.0,4.0,11.0,36.0,57.0,69.0,70.0,25.0,51.0,6.0,8.0,68.0,21.0,48.0,39.0,30.0,64.0,,86.0,79.0,85.0,25.0
Fraser Forster,Goalkeepers,630,2019-2020 Europa League,41.8,16.3,63.3,14.3,0.14,0.0,12.43,0.0,0.0,1.0,0.29,0.0,7.57,1.14,57.9,92.5,0.14,0.0,0.21,0.28,27.1,20.71,19.0,5.14,0.14,0.29,0.0,0.14,1.36,75.0,50.0,2.71,4.0,3.43,0.57,82.0,75.0,98.0,37.0,37.0,78.0,44.0,13.0,13.0,69.0,56.0,57.0,34.0,66.0,90.0,99.0,13.0,63.0,77.0,44.0,7.0,23.0,73.0,39.0,41.0,70.0,46.0,92.0,41.0,73.0,69.0,57.0,48.0,29.0,81.0
Fraser Forster,Goalkeepers,630,2024-2025 Premier League,27.2,11.1,14.6,14.3,0.14,0.14,11.57,0.57,4.9,0.43,0.29,0.0,8.0,2.14,21.3,1.8,0.57,0.0,0.21,0.36,35.5,20.14,4.43,1.57,0.29,0.29,0.0,0.0,2.36,69.0,0.0,3.86,6.0,4.29,0.14,17.0,6.0,2.0,20.0,20.0,46.0,31.0,24.0,28.0,6.0,57.0,63.0,91.0,15.0,24.0,2.0,87.0,70.0,83.0,83.0,57.0,6.0,6.0,6.0,4.0,94.0,50.0,37.0,2.0,44.0,37.0,81.0,89.0,50.0,13.0
Fraser Forster,Goalkeepers,720,2020-2021 Premier League,35.3,15.6,44.2,25.0,0.25,0.13,17.75,0.75,4.2,1.75,0.0,0.0,8.0,1.38,44.0,67.2,0.5,0.0,-0.15,0.23,22.4,25.88,16.75,3.75,0.25,0.38,0.0,0.13,1.23,71.0,33.3,2.38,3.88,3.5,0.5,60.0,73.0,67.0,31.0,31.0,54.0,94.0,75.0,33.0,90.0,2.0,71.0,85.0,37.0,67.0,71.0,83.0,88.0,23.0,10.0,6.0,48.0,67.0,40.0,10.0,98.0,38.0,98.0,52.0,46.0,90.0,25.0,37.0,13.0,79.0
Fraser Forster,Goalkeepers,990,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",25.6,12.5,17.8,18.2,0.18,0.18,13.82,0.82,5.9,0.82,0.36,0.0,7.82,1.91,17.2,8.1,0.45,0.0,0.23,0.35,32.1,24.27,4.82,1.55,0.18,0.18,0.0,0.0,2.14,71.2,0.0,4.09,6.0,4.82,0.18,6.0,29.0,1.0,26.0,27.0,32.0,50.0,51.0,45.0,38.0,84.0,70.0,93.0,11.0,11.0,1.0,72.0,84.0,91.0,95.0,25.0,15.0,1.0,1.0,17.0,67.0,40.0,26.0,1.0,57.0,26.0,96.0,96.0,75.0,11.0
Fraser Forster,Goalkeepers,1215,2022-2023 Premier League,30.2,15.2,37.6,23.1,0.22,0.3,14.3,0.37,2.6,1.19,0.22,0.07,6.89,1.78,29.0,49.5,0.37,0.0,-0.2,0.34,29.0,19.93,9.19,2.67,0.15,0.22,0.0,0.07,1.58,60.0,33.3,2.22,4.07,5.26,0.37,27.0,52.0,41.0,41.0,34.0,16.0,59.0,5.0,9.0,52.0,55.0,9.0,45.0,20.0,27.0,41.0,41.0,91.0,27.0,95.0,20.0,9.0,27.0,13.0,30.0,84.0,39.0,95.0,20.0,16.0,71.0,13.0,38.0,73.0,55.0
Fraser Forster,Goalkeepers,1710,2021-2022 Premier League,39.6,12.3,49.5,15.8,0.16,0.26,15.0,1.0,6.7,1.26,0.26,0.0,7.37,1.84,50.1,70.7,0.42,0.11,-0.03,0.31,31.8,24.26,17.37,5.53,0.11,0.11,0.0,0.0,1.71,67.3,0.0,3.58,5.32,3.74,0.32,79.0,21.0,67.0,29.0,29.0,29.0,58.0,75.0,65.0,63.0,62.0,77.0,44.0,29.0,79.0,71.0,63.0,21.0,71.0,88.0,33.0,44.0,71.0,71.0,52.0,33.0,37.0,37.0,10.0,40.0,37.0,79.0,79.0,21.0,48.0
Fraser Forster,Goalkeepers,1800,2017-2018 Premier League,43.4,14.1,59.1,20.0,0.2,0.1,12.9,0.5,3.9,0.7,0.35,0.05,7.3,1.5,59.7,87.7,0.45,0.0,-0.21,0.26,29.4,18.0,17.15,5.05,0.0,0.05,0.0,0.05,1.29,69.1,100.0,3.3,4.85,3.1,0.2,46.0,65.0,61.0,19.0,19.0,80.0,28.0,13.0,13.0,35.0,83.0,17.0,28.0,37.0,43.0,48.0,65.0,80.0,13.0,6.0,9.0,6.0,35.0,24.0,94.0,13.0,44.0,61.0,46.0,52.0,94.0,83.0,87.0,35.0,19.0
Guglielmo Vicario,Goalkeepers,180,2024-2025 Europa League,22.9,15.5,21.7,50.0,0.5,0.0,19.0,1.5,7.9,2.0,0.0,0.0,6.0,0.5,8.7,8.3,0.0,0.0,0.45,0.19,28.6,34.5,3.5,1.0,0.0,0.5,0.5,0.0,0.95,90.0,,4.5,5.0,9.0,1.0,1.0,64.0,1.0,87.0,87.0,74.0,89.0,94.0,75.0,87.0,14.0,54.0,65.0,95.0,1.0,1.0,10.0,57.0,82.0,2.0,33.0,71.0,1.0,4.0,68.0,95.0,99.0,39.0,89.0,99.0,,86.0,60.0,99.0,99.0
Guglielmo Vicario,Goalkeepers,1080,2024-2025 Premier League,20.8,14.1,20.1,25.0,0.25,0.17,12.17,1.58,13.0,1.67,0.08,0.0,3.08,1.08,6.6,8.1,0.42,0.0,0.24,0.39,32.3,35.25,2.58,0.83,0.0,0.0,0.0,0.0,1.33,68.3,,2.33,3.42,5.75,0.5,2.0,46.0,6.0,67.0,67.0,39.0,39.0,94.0,87.0,72.0,6.0,63.0,20.0,80.0,2.0,6.0,61.0,70.0,87.0,96.0,35.0,76.0,2.0,2.0,83.0,11.0,50.0,37.0,69.0,35.0,,11.0,13.0,87.0,74.0
Guglielmo Vicario,Goalkeepers,2783,2022-2023 Serie A,33.8,11.5,42.9,23.3,0.23,0.26,19.6,1.1,5.6,0.71,0.39,0.0,5.5,1.26,33.5,50.0,0.32,0.03,0.04,0.27,30.3,35.77,14.71,4.46,0.13,0.19,0.03,0.03,1.32,73.9,20.0,3.07,4.33,4.88,0.29,65.0,5.0,65.0,42.0,42.0,22.0,98.0,92.0,67.0,28.0,92.0,70.0,15.0,58.0,58.0,62.0,42.0,45.0,72.0,60.0,18.0,88.0,65.0,45.0,38.0,72.0,98.0,75.0,25.0,73.0,63.0,68.0,65.0,52.0,38.0
Guglielmo Vicario,Goalkeepers,2790,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",21.6,15.4,19.8,19.4,0.19,0.26,12.58,1.16,9.2,1.84,0.1,0.03,3.58,1.42,8.4,8.1,0.39,0.03,0.01,0.34,27.7,35.35,3.26,0.9,0.06,0.1,0.03,0.0,1.4,66.4,0.0,2.65,4.03,5.03,0.52,1.0,78.0,1.0,33.0,33.0,14.0,29.0,80.0,89.0,90.0,3.0,30.0,6.0,48.0,1.0,1.0,57.0,50.0,53.0,93.0,9.0,82.0,1.0,1.0,73.0,26.0,91.0,26.0,40.0,22.0,26.0,26.0,33.0,81.0,78.0
Guglielmo Vicario,Goalkeepers,2880,2018-2019 Serie B,38.6,13.2,55.1,12.5,0.13,0.06,18.38,0.34,1.9,0.59,0.44,0.0,10.03,1.25,48.7,86.3,0.34,0.0,0.14,0.25,34.4,23.88,20.28,6.97,0.19,0.25,0.0,0.06,1.39,77.5,25.0,3.41,4.72,6.09,0.22,55.0,55.0,77.0,17.0,17.0,83.0,77.0,39.0,36.0,48.0,81.0,69.0,73.0,59.0,52.0,83.0,50.0,69.0,77.0,16.0,14.0,83.0,73.0,58.0,44.0,72.0,45.0,77.0,33.0,86.0,67.0,86.0,83.0,98.0,23.0
Guglielmo Vicario,Goalkeepers,3150,2019-2020 Serie B,32.7,13.3,39.0,25.7,0.26,0.06,15.51,0.46,2.9,0.51,0.23,0.0,8.63,1.29,32.1,46.7,0.43,0.0,0.21,0.29,34.8,24.83,12.0,4.17,0.2,0.23,0.0,0.03,1.5,76.7,12.5,3.34,4.66,5.43,0.34,27.0,52.0,38.0,52.0,59.0,79.0,34.0,23.0,29.0,30.0,36.0,80.0,23.0,38.0,27.0,34.0,70.0,70.0,88.0,73.0,20.0,66.0,23.0,16.0,23.0,68.0,45.0,63.0,20.0,75.0,54.0,77.0,77.0,63.0,48.0
Guglielmo Vicario,Goalkeepers,3420,2021-2022 Serie A,29.5,13.9,37.5,18.4,0.18,0.13,15.84,0.92,5.8,1.0,0.29,0.03,6.76,1.84,26.2,41.6,0.45,0.16,0.03,0.28,34.5,28.05,10.16,3.5,0.13,0.26,0.08,0.05,1.72,69.9,28.6,3.95,5.68,5.66,0.26,18.0,55.0,50.0,37.0,40.0,48.0,85.0,95.0,79.0,82.0,76.0,34.0,50.0,15.0,21.0,50.0,63.0,5.0,68.0,69.0,24.0,66.0,27.0,18.0,55.0,66.0,98.0,79.0,11.0,47.0,69.0,85.0,84.0,82.0,31.0
Guglielmo Vicario,Goalkeepers,3420,2023-2024 Premier League,24.0,17.1,22.2,18.4,0.18,0.21,13.45,0.87,6.5,2.13,0.16,0.03,5.29,1.61,14.3,14.9,0.32,0.08,0.05,0.32,23.6,35.87,5.92,1.39,0.18,0.18,0.0,0.0,1.58,67.7,0.0,2.87,4.39,5.08,0.53,2.0,73.0,8.0,36.0,36.0,48.0,45.0,45.0,47.0,92.0,22.0,25.0,38.0,53.0,5.0,8.0,33.0,41.0,73.0,81.0,8.0,73.0,2.0,2.0,19.0,63.0,45.0,41.0,36.0,48.0,41.0,39.0,42.0,67.0,70.0
Jakub Stolarczyk,Goalkeepers,450,2024-2025 Premier League,31.2,11.0,43.5,0.0,0.0,0.2,17.6,1.2,6.8,0.8,0.0,0.0,5.8,2.2,42.8,62.1,1.0,0.0,-0.36,0.4,42.2,30.4,16.6,7.0,0.0,0.0,0.0,0.0,1.84,52.2,,2.4,4.6,3.8,0.0,52.0,5.0,38.0,4.0,4.0,23.0,95.0,77.0,59.0,16.0,4.0,63.0,63.0,13.0,82.0,63.0,98.0,70.0,13.0,98.0,80.0,41.0,77.0,89.0,82.0,13.0,50.0,38.0,23.0,2.0,,16.0,55.0,23.0,4.0
Jakub Stolarczyk,Goalkeepers,450,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",31.2,11.0,43.5,0.0,0.0,0.2,17.6,1.2,6.8,0.8,0.0,0.0,5.8,2.2,42.8,62.1,1.0,0.0,-0.36,0.4,42.2,30.4,16.6,7.0,0.0,0.0,0.0,0.0,1.84,52.2,,2.4,4.6,3.8,0.0,36.0,8.0,51.0,1.0,1.0,27.0,95.0,81.0,65.0,35.0,1.0,70.0,49.0,5.0,76.0,65.0,99.0,84.0,3.0,99.0,89.0,54.0,75.0,90.0,97.0,1.0,40.0,27.0,12.0,1.0,,16.0,63.0,26.0,1.0
Joe Lumley,Goalkeepers,2430,2019-2020 Championship,34.5,14.3,46.2,11.1,0.11,0.3,15.37,0.48,3.1,1.07,0.22,0.07,8.52,1.74,36.3,57.4,0.41,0.0,-0.27,0.31,36.1,30.11,15.81,5.7,0.19,0.19,0.0,0.0,1.47,63.2,0.0,2.48,4.22,6.0,0.37,19.0,59.0,29.0,8.0,8.0,21.0,66.0,36.0,31.0,71.0,28.0,14.0,59.0,11.0,16.0,29.0,59.0,84.0,14.0,75.0,56.0,86.0,19.0,31.0,16.0,79.0,44.0,36.0,11.0,24.0,36.0,54.0,74.0,89.0,66.0
Joe Lumley,Goalkeepers,3060,2021-2022 Championship,40.2,16.6,51.5,38.2,0.38,0.06,11.18,0.94,8.4,1.85,0.18,0.0,7.35,1.0,52.4,68.4,0.35,0.09,-0.11,0.29,30.4,26.41,18.88,5.74,0.0,0.0,0.0,0.0,0.8,64.2,,1.88,2.79,3.79,0.47,68.0,75.0,64.0,74.0,76.0,83.0,14.0,72.0,89.0,80.0,19.0,58.0,36.0,77.0,70.0,59.0,41.0,16.0,36.0,46.0,39.0,47.0,55.0,59.0,91.0,6.0,47.0,33.0,97.0,26.0,,11.0,3.0,24.0,80.0
Joe Lumley,Goalkeepers,3631,2022-2023 Championship,50.8,13.8,65.1,17.5,0.17,0.2,17.0,1.26,7.4,1.14,0.27,0.0,7.93,1.41,74.5,94.7,0.47,0.0,-0.26,0.29,44.5,22.9,24.56,10.93,0.1,0.07,0.0,0.0,1.16,65.6,0.0,2.4,3.82,2.26,0.27,94.0,38.0,99.0,13.0,13.0,30.0,96.0,89.0,66.0,52.0,55.0,71.0,65.0,21.0,96.0,96.0,74.0,78.0,11.0,48.0,99.0,23.0,94.0,99.0,16.0,38.0,43.0,28.0,48.0,33.0,28.0,45.0,55.0,6.0,23.0
Joe Lumley,Goalkeepers,3780,2018-2019 Championship,43.8,13.4,56.9,33.3,0.33,0.1,16.05,0.71,4.5,1.0,0.21,0.02,9.17,1.38,62.5,81.3,0.45,0.0,-0.05,0.3,36.5,24.5,22.76,8.31,0.17,0.19,0.02,0.0,1.33,70.0,0.0,2.67,4.05,3.64,0.33,62.0,59.0,52.0,72.0,74.0,73.0,64.0,62.0,60.0,71.0,26.0,50.0,59.0,41.0,64.0,52.0,76.0,73.0,52.0,79.0,65.0,55.0,76.0,87.0,10.0,85.0,87.0,24.0,36.0,52.0,24.0,41.0,48.0,34.0,50.0
John Ruddy,Goalkeepers,1530,Last 365 Days Men's Next 14 Competitions,38.9,12.0,47.6,29.4,0.29,0.24,16.41,2.12,12.9,0.65,0.18,0.0,8.88,1.12,44.0,62.9,0.47,0.0,0.18,0.27,31.8,25.12,16.65,5.29,0.0,0.0,0.0,0.0,1.29,76.3,,3.59,4.71,6.0,0.35,82.0,24.0,72.0,55.0,55.0,18.0,82.0,99.0,99.0,27.0,15.0,69.0,89.0,67.0,73.0,75.0,80.0,77.0,75.0,30.0,25.0,38.0,77.0,65.0,93.0,4.0,40.0,30.0,52.0,81.0,,88.0,76.0,97.0,51.0
John Ruddy,Goalkeepers,3817,2022-2023 Championship,47.5,16.9,61.0,31.0,0.31,0.14,15.47,1.58,10.2,2.12,0.26,0.02,8.42,1.25,69.2,89.9,0.42,0.0,0.05,0.34,39.0,24.57,24.57,9.57,0.05,0.09,0.0,0.05,1.3,67.3,50.0,2.41,3.7,3.68,0.33,91.0,82.0,89.0,57.0,57.0,57.0,70.0,94.0,89.0,94.0,48.0,30.0,82.0,43.0,89.0,91.0,60.0,78.0,70.0,94.0,91.0,40.0,96.0,96.0,55.0,55.0,43.0,87.0,33.0,44.0,76.0,48.0,50.0,26.0,43.0
John Ruddy,Goalkeepers,3960,2023-2024 Championship,38.2,13.8,49.9,25.0,0.25,0.18,15.48,1.8,11.6,1.05,0.25,0.02,8.43,1.41,46.6,68.7,0.45,0.05,-0.07,0.28,35.9,28.43,19.05,6.84,0.0,0.0,0.0,0.0,1.3,70.5,,3.41,4.77,5.89,0.3,79.0,31.0,80.0,45.0,45.0,45.0,84.0,96.0,99.0,39.0,60.0,38.0,74.0,44.0,81.0,84.0,71.0,43.0,39.0,21.0,81.0,26.0,86.0,89.0,89.0,8.0,39.0,38.0,49.0,65.0,,84.0,79.0,86.0,26.0
Jordan Pickford,Goalkeepers,270,2017-2018 Europa League,47.9,17.9,60.2,0.0,0.0,0.0,11.67,0.67,5.7,2.67,0.33,0.0,9.33,2.33,62.5,82.1,0.67,0.0,-0.43,0.27,29.4,24.0,22.67,6.67,0.33,0.33,0.0,0.0,1.9,66.7,0.0,3.67,6.0,3.67,0.0,98.0,91.0,88.0,13.0,13.0,77.0,32.0,53.0,62.0,97.0,68.0,58.0,73.0,7.0,86.0,63.0,87.0,58.0,12.0,36.0,16.0,56.0,92.0,61.0,6.0,90.0,49.0,46.0,13.0,38.0,46.0,76.0,87.0,44.0,10.0
Jordan Pickford,Goalkeepers,450,2022 World Cup,29.2,16.2,45.9,60.0,0.6,0.2,7.8,0.4,5.1,1.0,0.2,0.0,7.2,0.8,27.6,47.2,0.2,0.0,-0.3,0.24,39.2,24.6,10.2,4.0,0.2,0.2,0.0,0.0,0.5,72.7,0.0,1.4,2.2,2.8,0.6,27.0,82.0,60.0,85.0,88.0,28.0,8.0,32.0,52.0,58.0,35.0,52.0,52.0,80.0,35.0,52.0,22.0,53.0,20.0,17.0,62.0,47.0,42.0,58.0,37.0,53.0,48.0,43.0,95.0,60.0,43.0,22.0,18.0,18.0,88.0
Jordan Pickford,Goalkeepers,690,2018 World Cup,38.2,20.2,49.1,14.3,0.14,0.14,11.57,0.43,3.7,1.71,0.14,0.0,7.86,1.14,47.2,54.5,0.43,0.0,-0.04,0.29,43.5,28.43,17.71,7.71,0.14,0.14,0.0,0.0,1.1,70.8,0.0,2.29,3.43,4.86,0.43,53.0,92.0,37.0,44.0,44.0,48.0,34.0,44.0,50.0,89.0,47.0,60.0,37.0,66.0,50.0,27.0,47.0,66.0,50.0,47.0,68.0,92.0,69.0,79.0,44.0,47.0,45.0,45.0,66.0,60.0,45.0,44.0,44.0,76.0,69.0
Jordan Pickford,Goalkeepers,690,2021 UEFA Euro 2020,37.0,11.9,48.2,71.4,0.71,0.14,10.14,0.14,1.4,0.57,0.29,0.14,6.71,0.29,43.8,61.7,0.0,0.0,0.2,0.22,38.0,30.0,17.29,6.57,0.0,0.0,0.0,0.0,0.49,88.9,,2.29,2.57,6.0,0.71,56.0,31.0,69.0,98.0,98.0,44.0,27.0,23.0,31.0,35.0,69.0,2.0,40.0,98.0,56.0,73.0,8.0,69.0,67.0,15.0,52.0,77.0,81.0,81.0,67.0,23.0,46.0,38.0,98.0,98.0,,44.0,10.0,83.0,85.0
Jordan Pickford,Goalkeepers,690,2024 UEFA Euro 2024,32.1,14.3,53.5,28.6,0.29,0.0,11.86,0.43,3.6,0.57,0.43,0.0,7.29,0.86,33.2,68.6,0.14,0.0,-0.03,0.25,38.3,36.57,17.14,6.57,0.0,0.0,0.0,0.0,0.83,73.9,,2.43,3.29,5.43,0.43,56.0,67.0,90.0,56.0,56.0,67.0,27.0,27.0,31.0,48.0,69.0,50.0,65.0,60.0,56.0,81.0,19.0,69.0,15.0,23.0,56.0,98.0,81.0,81.0,67.0,27.0,50.0,44.0,90.0,50.0,,23.0,27.0,77.0,73.0
Jordan Pickford,Goalkeepers,1800,2024-2025 Premier League,41.6,16.7,46.1,35.0,0.35,0.2,14.3,0.75,5.2,2.2,0.4,0.0,7.1,1.3,53.4,57.0,0.45,0.0,0.06,0.3,37.3,34.35,22.4,8.35,0.0,0.1,0.0,0.1,1.36,70.5,100.0,3.0,4.4,4.6,0.15,95.0,88.0,71.0,84.0,84.0,23.0,63.0,38.0,30.0,95.0,86.0,63.0,73.0,59.0,95.0,48.0,66.0,70.0,48.0,39.0,66.0,70.0,98.0,98.0,82.0,55.0,50.0,95.0,59.0,55.0,82.0,52.0,48.0,70.0,20.0
Jordan Pickford,Goalkeepers,2742,2020-2021 Premier League,37.8,13.3,52.4,33.3,0.33,0.16,15.36,0.66,4.3,1.02,0.16,0.03,6.5,1.28,47.4,70.2,0.36,0.03,0.03,0.28,39.0,31.21,19.37,7.55,0.07,0.1,0.03,0.0,1.24,71.1,0.0,2.95,4.2,4.96,0.49,75.0,46.0,79.0,71.0,75.0,40.0,67.0,48.0,37.0,63.0,29.0,23.0,25.0,52.0,75.0,75.0,48.0,58.0,71.0,81.0,77.0,90.0,83.0,90.0,88.0,21.0,87.0,27.0,44.0,52.0,27.0,52.0,56.0,71.0,75.0
Jordan Pickford,Goalkeepers,3150,2021-2022 Premier League,46.4,14.9,60.5,20.0,0.2,0.29,14.8,0.66,4.4,1.0,0.17,0.06,7.63,1.66,64.6,81.6,0.54,0.11,-0.07,0.31,34.8,24.94,22.34,7.77,0.03,0.03,0.0,0.0,1.48,66.5,0.0,3.31,4.86,3.4,0.29,98.0,54.0,88.0,40.0,40.0,17.0,48.0,40.0,25.0,38.0,33.0,13.0,52.0,33.0,94.0,87.0,79.0,17.0,44.0,88.0,48.0,52.0,90.0,83.0,83.0,13.0,37.0,37.0,29.0,29.0,37.0,67.0,71.0,10.0,40.0
